date,global_total_cases,global_total_deaths
2023-11-21,772079315,6995676
2023-11-22,772079392,6995677
2023-11-23,772079619,6995677
2023-11-24,772079753,6995679
2023-11-25,772080613,6995682
2023-11-26,772084590,6995710
2023-11-27,772347637,6997010
2023-11-28,772357753,6998920
2023-11-29,772357891,6998920
2023-11-30,772358133,6998922
2023-12-01,772358304,6998922
2023-12-02,772359098,6998936
2023-12-03,772366282,6998962
2023-12-04,772673070,7000385
2023-12-05,772682848,7002326
2023-12-06,772683223,7002327
2023-12-07,772683443,7002330
2023-12-08,772684059,7002333
2023-12-09,772685034,7002338
2023-12-10,772698910,7002362
2023-12-11,773046731,7003890
2023-12-12,773055852,7005862
2023-12-13,773056114,7005863
2023-12-14,773057141,7005865
2023-12-15,773057859,7005868
2023-12-16,773059188,7005876
2023-12-17,773080623,7005916
2023-12-18,773400594,7007334
2023-12-19,773411030,7009391
2023-12-20,773412141,7009398
2023-12-21,773413386,7009417
2023-12-22,773414511,7009424
2023-12-23,773416204,7009438
2023-12-24,773443359,7009472
2023-12-25,773670595,7010792
2023-12-26,773681800,7013191
2023-12-27,773682679,7013196
2023-12-28,773684071,7013203
2023-12-29,773685319,7013212
2023-12-30,773687027,7013224
2023-12-31,773708956,7013267
2024-01-01,773880848,7014638
2024-01-02,773903386,7017352
2024-01-03,773904409,7017361
2024-01-04,773906043,7017368
2024-01-05,773907374,7017382
2024-01-06,773909229,7017391
2024-01-07,773910539,7017463
2024-01-08,774061248,7018568
2024-01-09,774082123,7021428
2024-01-10,774083056,7021435
2024-01-11,774084607,7021444
2024-01-12,774085733,7021450
2024-01-13,774087189,7021428
2024-01-14,774100487,7021453
2024-01-15,774203957,7022411
2024-01-16,774224746,7024986
2024-01-17,774225281,7024992
2024-01-18,774226364,7024997
2024-01-19,774227196,7025001
2024-01-20,774228519,7025020
2024-01-21,774237687,7025055
2024-01-22,774323775,7025688
2024-01-23,774345951,7028017
2024-01-24,774346309,7028022
2024-01-25,774347124,7028024
2024-01-26,774347753,7028028
2024-01-27,774348966,7028047
2024-01-28,774354020,7028065
2024-01-29,774426523,7028565
2024-01-30,774448531,7030483
2024-01-31,774448816,7030486
2024-02-01,774449650,7030493
2024-02-02,774450374,7030496
2024-02-03,774451432,7030508
2024-02-04,774454694,7030540
2024-02-05,774522235,7030978
2024-02-06,774539415,7032759
2024-02-07,774539610,7032762
2024-02-08,774540379,7032763
2024-02-09,774540430,7032764
2024-02-10,774541267,7032772
2024-02-11,774543652,7032780
2024-02-12,774603515,7033057
2024-02-13,774619126,7034595
2024-02-14,774619287,7034596
2024-02-15,774620190,7034597
2024-02-16,774620406,7034600
2024-02-17,774621138,7034608
2024-02-18,774622488,7034636
2024-02-19,774677389,7034905
2024-02-20,774693728,7036361
2024-02-21,774693929,7036363
2024-02-22,774695498,7036365
2024-02-23,774696861,7036366
2024-02-24,774697587,7036370
2024-02-25,774699137,7036410
2024-02-26,774750439,7036641
2024-02-27,774766428,7038045
2024-02-28,774766656,7038046
2024-02-29,774768230,7038051
2024-03-01,774769058,7038086
2024-03-02,774769747,7038090
2024-03-03,774771117,7038116
2024-03-04,774814336,7038311
2024-03-05,774827299,7039542
2024-03-06,774827570,7039542
2024-03-07,774829124,7039547
2024-03-08,774830590,7039549
2024-03-09,774831302,7039556
2024-03-10,774832094,7039574
2024-03-11,774872194,7039760
2024-03-12,774884801,7040899
2024-03-13,774885033,7040901
2024-03-14,774886724,7040902
2024-03-15,774888527,7040907
2024-03-16,774889276,7040912
2024-03-17,774890100,7040916
2024-03-18,774927821,7041139
2024-03-19,774936594,7042095
2024-03-20,774936834,7042097
2024-03-21,774938286,7042135
2024-03-22,774939314,7042137
2024-03-23,774940167,7042144
2024-03-24,774940909,7042172
2024-03-25,775046956,7042341
2024-03-26,775051653,7043143
2024-03-27,775051758,7043143
2024-03-28,775052857,7043146
2024-03-29,775053509,7043150
2024-03-30,775054381,7043156
2024-03-31,775054969,7043176
2024-04-01,775088680,7043350
2024-04-02,775092312,7044050
2024-04-03,775092439,7044052
2024-04-04,775093277,7044054
2024-04-05,775093771,7044057
2024-04-06,775094689,7044061
2024-04-07,775095383,7044081
2024-04-08,775127219,7044245
2024-04-09,775132365,7044901
2024-04-10,775132455,7044903
2024-04-11,775133245,7044905
2024-04-12,775133908,7044905
2024-04-13,775134931,7044912
2024-04-14,775135306,7044923
2024-04-15,775161823,7045046
2024-04-16,775164077,7045617
2024-04-17,775164192,7045618
2024-04-18,775165105,7045620
2024-04-19,775165641,7045621
2024-04-20,775166781,7045626
2024-04-21,775167699,7045644
2024-04-22,775195823,7045784
2024-04-23,775197981,7046269
2024-04-24,775198139,7046269
2024-04-25,775199089,7046270
2024-04-26,775199624,7046270
2024-04-27,775201456,7046279
2024-04-28,775202509,7046286
2024-04-29,775227119,7046390
2024-04-30,775229318,7046870
2024-05-01,775229467,7046884
2024-05-02,775230536,7046885
2024-05-03,775231138,7046886
2024-05-04,775233036,7046899
2024-05-05,775233991,7046905
2024-05-06,775260868,7047037
2024-05-07,775263077,7047418
2024-05-08,775263208,7047421
2024-05-09,775264282,7047421
2024-05-10,775265057,7047423
2024-05-11,775267048,7047435
2024-05-12,775268330,7047440
2024-05-13,775299457,7047503
2024-05-14,775302076,7047887
2024-05-15,775302195,7047889
2024-05-16,775303091,7047891
2024-05-17,775303597,7047897
2024-05-18,775305620,7047914
2024-05-19,775307082,7047928
2024-05-20,775332753,7048043
2024-05-21,775335214,7048437
2024-05-22,775335359,7048437
2024-05-23,775336027,7048437
2024-05-24,775336407,7048438
2024-05-25,775338282,7048444
2024-05-26,775339780,7048454
2024-05-27,775368450,7048561
2024-05-28,775370659,7048917
2024-05-29,775370778,7048918
2024-05-30,775371197,7048919
2024-05-31,775371515,7048921
2024-06-01,775373458,7048936
2024-06-02,775375361,7048947
2024-06-03,775404804,7049116
2024-06-04,775406503,7049467
2024-06-05,775406595,7049467
2024-06-06,775406960,7049467
2024-06-07,775407252,7049467
2024-06-08,775410061,7049473
2024-06-09,775412221,7049478
2024-06-10,775441773,7049621
2024-06-11,775443596,7050021
2024-06-12,775443628,7050021
2024-06-13,775443885,7050021
2024-06-14,775444132,7050021
2024-06-15,775447031,7050029
2024-06-16,775450011,7050035
2024-06-17,775482078,7050262
2024-06-18,775484097,7050732
2024-06-19,775484109,7050732
2024-06-20,775484369,7050736
2024-06-21,775484565,7050736
2024-06-22,775486407,7050748
2024-06-23,775489320,7050751
2024-06-24,775528439,7050963
2024-06-25,775530709,7051432
2024-06-26,775530737,7051432
2024-06-27,775531142,7051432
2024-06-28,775531404,7051433
2024-06-29,775534686,7051449
2024-06-30,775538574,7051453
2024-07-01,775580962,7051676
2024-07-02,775583678,7052244
2024-07-03,775583700,7052244
2024-07-04,775584115,7052244
2024-07-05,775584465,7052244
2024-07-06,775585860,7052255
2024-07-07,775589654,7052260
2024-07-08,775632185,7052507
2024-07-09,775634885,7053137
2024-07-10,775634919,7053137
2024-07-11,775635498,7053137
2024-07-12,775635866,7053137
2024-07-13,775636896,7053143
2024-07-14,775639811,7053145
2024-07-15,775687189,7053418
2024-07-16,775690741,7054190
2024-07-17,775690750,7054190
2024-07-18,775691819,7054191
2024-07-19,775692298,7054191
2024-07-20,775693368,7054194
2024-07-21,775695436,7054201
2024-07-22,775749790,7054519
2024-07-23,775753138,7055428
2024-07-24,775753190,7055428
2024-07-25,775753892,7055428
2024-07-26,775754506,7055429
2024-07-27,775755434,7055431
2024-07-28,775756996,7055440
2024-07-29,775814661,7055721
2024-07-30,775817583,7056754
2024-07-31,775817592,7056754
2024-08-01,775818373,7056756
2024-08-02,775819039,7056756
2024-08-03,775819605,7056757
2024-08-04,775820767,7056770
2024-08-05,775880600,7057075
2024-08-06,775882625,7058192
2024-08-07,775882626,7058192
2024-08-08,775883405,7058192
2024-08-09,775883990,7058192
2024-08-10,775884601,7058196
2024-08-11,775885938,7058201
2024-08-12,775945155,7058489
2024-08-13,775947030,7059607
2024-08-14,775947033,7059607
2024-08-15,775947629,7059607
2024-08-16,775948144,7059607
2024-08-17,775948582,7059608
2024-08-18,775949686,7059618
2024-08-19,776020925,7059981
2024-08-20,776022463,7061273
2024-08-21,776022464,7061273
2024-08-22,776022919,7061273
2024-08-23,776023388,7061273
2024-08-24,776023649,7061273
2024-08-25,776024763,7061277
2024-08-26,776100732,7061625
2024-08-27,776102026,7063010
2024-08-28,776102027,7063010
2024-08-29,776102437,7063010
2024-08-30,776102440,7063010
2024-08-31,776103468,7063011
2024-09-01,776104418,7063032
2024-09-02,776181852,7063373
2024-09-03,776183047,7064620
2024-09-04,776183050,7064620
2024-09-05,776183353,7064620
2024-09-06,776183354,7064620
2024-09-07,776184031,7064621
2024-09-08,776184748,7064628
2024-09-09,776269023,7064912
2024-09-10,776270199,7066181
2024-09-11,776270200,7066181
2024-09-12,776270431,7066181
2024-09-13,776270690,7066181
2024-09-14,776271004,7066183
2024-09-15,776271653,7066184
2024-09-16,776366619,7066461
2024-09-17,776367645,7067577
2024-09-18,776367647,7067577
2024-09-19,776367817,7067577
2024-09-20,776367818,7067577
2024-09-21,776368057,7067578
2024-09-22,776368539,7067584
2024-09-23,776467061,7067883
2024-09-24,776468402,7068941
2024-09-25,776468406,7068941
2024-09-26,776468553,7068941
2024-09-27,776468693,7068941
2024-09-28,776468982,7068944
2024-09-29,776469677,7068946
2024-09-30,776559487,7069283
2024-10-01,776560732,7070279
2024-10-02,776560738,7070279
2024-10-03,776560845,7070279
2024-10-04,776560934,7070279
2024-10-05,776561219,7070283
2024-10-06,776562056,7070284
2024-10-07,776644896,7070641
2024-10-08,776646221,7071465
2024-10-09,776646222,7071465
2024-10-10,776646290,7071465
2024-10-11,776646291,7071465
2024-10-12,776646645,7071465
2024-10-13,776647514,7071465
2024-10-14,776714652,7071842
2024-10-15,776716203,7072603
2024-10-16,776716213,7072603
2024-10-17,776716266,7072603
2024-10-18,776716319,7072603
2024-10-19,776716723,7072604
2024-10-20,776717640,7072604
2024-10-21,776777312,7072971
2024-10-22,776778801,7073633
2024-10-23,776778841,7073633
2024-10-24,776778852,7073633
2024-10-25,776778903,7073633
2024-10-26,776779403,7073634
2024-10-27,776780308,7073634
2024-10-28,776828823,7073992
2024-10-29,776830371,7074611
2024-10-30,776830374,7074611
2024-10-31,776830421,7074611
2024-11-01,776830499,7074617
2024-11-02,776831057,7074618
2024-11-03,776831855,7074619
2024-11-04,776875889,7074891
2024-11-05,776877580,7075460
2024-11-06,776877588,7075460
2024-11-07,776877614,7075460
2024-11-08,776877639,7075460
2024-11-09,776878214,7075460
2024-11-10,776879279,7075461
2024-11-11,776923451,7075710
2024-11-12,776925195,7076255
2024-11-13,776925205,7076255
2024-11-14,776925239,7076255
2024-11-15,776925262,7076255
2024-11-16,776925775,7076256
2024-11-17,776926944,7076258
2024-11-18,776974373,7076488
2024-11-19,776975663,7076976
2024-11-20,776975675,7076976
2024-11-21,776975706,7076976
2024-11-22,776975712,7076976
2024-11-23,776976235,7076976
2024-11-24,776977487,7076976
2024-11-25,777027129,7077206
2024-11-26,777028267,7077723
2024-11-27,777028276,7077723
2024-11-28,777028309,7077723
2024-11-29,777028333,7077723
2024-11-30,777028857,7077728
2024-12-01,777030237,7077739
2024-12-02,777082046,7077944
2024-12-03,777083324,7078466
2024-12-04,777083362,7078466
2024-12-05,777083366,7078466
2024-12-06,777083416,7078466
2024-12-07,777084003,7078466
2024-12-08,777085630,7078466
2024-12-09,777136411,7078633
2024-12-10,777137724,7079224
2024-12-11,777137752,7079224
2024-12-12,777137795,7079224
2024-12-13,777137825,7079224
2024-12-14,777138565,7079224
2024-12-15,777140296,7079225
2024-12-16,777186215,7079455
2024-12-17,777187210,7080069
2024-12-18,777187260,7080069
2024-12-19,777187267,7080069
2024-12-20,777187326,7080069
2024-12-21,777188196,7080069
2024-12-22,777189680,7080069
2024-12-23,777224672,7080248
2024-12-24,777225390,7080936
2024-12-25,777225425,7080936
2024-12-26,777225427,7080936
2024-12-27,777225459,7080936
2024-12-28,777225464,7080936
2024-12-29,777226435,7080938
2024-12-30,777251149,7081141
2024-12-31,777267596,7082144
2025-01-01,777267600,7082151
2025-01-02,777267665,7082151
2025-01-03,777267706,7082151
2025-01-04,777267710,7082151
2025-01-05,777267712,7082151
2025-01-06,777292977,7082348
2025-01-07,777315697,7083522
2025-01-08,777315702,7083522
2025-01-09,777315760,7083522
2025-01-10,777315800,7083522
2025-01-11,777315807,7083522
2025-01-12,777315808,7083522
2025-01-13,777337130,7083746
2025-01-14,777357435,7084846
2025-01-15,777357436,7084846
2025-01-16,777357437,7084846
2025-01-17,777357438,7084846
2025-01-18,777357439,7084846
2025-01-19,777357440,7084846
2025-01-20,777374890,7084978
2025-01-21,777394792,7086035
2025-01-22,777394793,7086035
2025-01-23,777394794,7086035
2025-01-24,777394795,7086035
2025-01-25,777394827,7086035
2025-01-26,777394828,7086035
2025-01-27,777410962,7086132
2025-01-28,777429592,7087146
2025-01-29,777429594,7087146
2025-01-30,777429599,7087146
2025-01-31,777429604,7087146
2025-02-01,777429605,7087146
2025-02-02,777431490,7087148
2025-02-03,777445629,7087242
2025-02-04,777466625,7088150
2025-02-05,777466626,7088150
2025-02-06,777466627,7088150
2025-02-07,777466628,7088150
2025-02-08,777466629,7088150
2025-02-09,777466630,7088150
2025-02-10,777479666,7088242
2025-02-11,777506538,7089055
2025-02-12,777506539,7089055
2025-02-13,777506540,7089055
2025-02-14,777506541,7089055
2025-02-15,777506542,7089055
2025-02-16,777506555,7089055
2025-02-17,777518652,7089122
2025-02-18,777544224,7089931
2025-02-19,777547891,7089932
2025-02-20,777547894,7089932
2025-02-21,777547896,7089932
2025-02-22,777547897,7089932
2025-02-23,777547898,7089932
2025-02-24,777558868,7090009
2025-02-25,777576125,7090782
2025-02-26,777576127,7090782
2025-02-27,777576128,7090782
2025-02-28,777576129,7090782
2025-03-01,777576130,7090782
2025-03-02,777576131,7090782
2025-03-03,777585742,7090841
2025-03-04,777598214,7091511
2025-03-05,777598216,7091511
2025-03-06,777598216,7091511
2025-03-07,777598218,7091511
2025-03-08,777598220,7091511
2025-03-09,777598220,7091511
2025-03-10,777607419,7091569
2025-03-11,777616916,7092111
2025-03-12,777616917,7092111
2025-03-13,777616918,7092111
2025-03-14,777616919,7092111
2025-03-15,777616921,7092111
2025-03-16,777616922,7092111
2025-03-17,777621766,7092162
2025-03-18,777628445,7092669
2025-03-19,777628446,7092669
2025-03-20,777628447,7092669
2025-03-21,777628448,7092669
2025-03-22,777628449,7092669
2025-03-23,777628450,7092669
2025-03-24,777633117,7092704
2025-03-25,777638319,7093219
2025-03-26,777638321,7093219
2025-03-27,777638322,7093219
2025-03-28,777638322,7093219
2025-03-29,777638323,7093219
2025-03-30,777638324,7093219
2025-03-31,777642845,7093245
2025-04-01,777647282,7093699
2025-04-02,777647282,7093699
2025-04-03,777647282,7093699
2025-04-04,777647285,7093699
2025-04-05,777647288,7093699
2025-04-06,777647289,7093699
2025-04-07,777651538,7093723
2025-04-08,777655365,7094121
2025-04-09,777655366,7094121
2025-04-10,777655367,7094121
2025-04-11,777655368,7094121
2025-04-12,777655371,7094121
2025-04-13,777655372,7094121
2025-04-14,777659222,7094146
2025-04-15,777662042,7094569
2025-04-16,777662043,7094569
2025-04-17,777662044,7094569
2025-04-18,777662045,7094569
2025-04-19,777662046,7094569
2025-04-20,777662048,7094569
2025-04-21,777665633,7094591
2025-04-22,777668936,7094959
2025-04-23,777668937,7094959
2025-04-24,777668943,7094959
2025-04-25,777668946,7094959
2025-04-26,777668947,7094959
2025-04-27,777668947,7094959
2025-04-28,777672673,7094978
2025-04-29,777675765,7095305
2025-04-30,777675765,7095305
2025-05-01,777675773,7095305
2025-05-02,777675773,7095305
2025-05-03,777675777,7095305
2025-05-04,777675778,7095305
2025-05-05,777679377,7095325
2025-05-06,777683159,7095624
2025-05-07,777683166,7095624
2025-05-08,777683166,7095624
2025-05-09,777683167,7095624
2025-05-10,777752399,7095646
2025-05-11,777752399,7095646
2025-05-12,777756442,7095660
2025-05-13,777760363,7095933
2025-05-14,777760363,7095933
2025-05-15,777760364,7095933
2025-05-16,777760364,7095933
2025-05-17,777818978,7095949
2025-05-18,777818982,7095949
2025-05-19,777823492,7095972
2025-05-20,777827645,7096196
2025-05-21,777827647,7096196
2025-05-22,777827652,7096196
2025-05-23,777827656,7096196
2025-05-24,777881274,7096201
2025-05-25,777881280,7096201
2025-05-26,777887195,7096227
2025-05-27,777976821,7096481
2025-05-28,777976821,7096481
2025-05-29,777976821,7096481
2025-05-30,777977350,7096488
2025-05-31,777978038,7096492
2025-06-01,777980823,7096501
2025-06-02,778036532,7096541
2025-06-03,778048116,7096764
2025-06-04,778069497,7096774
2025-06-05,778093258,7096787
2025-06-06,778106478,7096799
2025-06-07,778119727,7096811
2025-06-08,778149177,7096827
2025-06-09,778154950,7096857
2025-06-10,778158938,7097060
2025-06-11,778159125,7097063
2025-06-12,778159340,7097064
2025-06-13,778159716,7097075
2025-06-14,778217672,7097125
2025-06-15,778217851,7097137
2025-06-16,778223658,7097171
2025-06-17,778226788,7097401
2025-06-18,778226856,7097405
2025-06-19,778226948,7097410
2025-06-20,778227005,7097411
2025-06-21,778260864,7097445
2025-06-22,778260990,7097452
2025-06-23,778266689,7097487
2025-06-24,778269477,7097679
2025-06-25,778269511,7097679
2025-06-26,778269540,7097683
2025-06-27,778269560,7097686
2025-06-28,778294086,7097717
2025-06-29,778294121,7097717
2025-06-30,778299674,7097751
2025-07-01,778302763,7097972
2025-07-02,778302803,7097973
2025-07-03,778302819,7097974
2025-07-04,778302841,7097975
2025-07-05,778334297,7097989
2025-07-06,778334318,7097990
2025-07-07,778340320,7098022
2025-07-08,778343692,7098224
2025-07-09,778343772,7098226
2025-07-10,778343813,7098226
2025-07-11,778343833,7098228
2025-07-12,778343899,7098247
2025-07-13,778344021,7098250
2025-07-14,778350505,7098285
2025-07-15,778354296,7098496
2025-07-16,778354327,7098498
2025-07-17,778354354,7098498
2025-07-18,778354368,7098500
2025-07-19,778354416,7098502
2025-07-20,778354428,7098503
2025-07-21,778361407,7098541
2025-07-22,778365746,7098760
2025-07-23,778365771,7098760
2025-07-24,778365797,7098761
2025-07-25,778365810,7098761
2025-07-26,778365851,7098762
2025-07-27,778378376,7098762
2025-07-28,778386268,7098816
2025-07-29,778391261,7099046
2025-07-30,778391273,7099046
2025-07-31,778391298,7099047
2025-08-01,778391321,7099051
2025-08-02,778393594,7099053
2025-08-03,778393646,7099054
2025-08-04,778403419,7099105
2025-08-05,778409786,7099356
2025-08-06,778409786,7099356
2025-08-07,778409798,7099356
2025-08-08,778409803,7099356
2025-08-09,778411759,7099356
2025-08-10,778411788,7099356
2025-08-11,778423438,7099392
2025-08-12,778432354,7099702
2025-08-13,778432362,7099702
2025-08-14,778432368,7099702
2025-08-15,778432375,7099702
2025-08-16,778434310,7099703
2025-08-17,778434314,7099703
2025-08-18,778449938,7099767
2025-08-19,778460526,7100088
2025-08-20,778460531,7100090
2025-08-21,778460539,7100091
2025-08-22,778460553,7100091
2025-08-23,778462475,7100092
2025-08-24,778462477,7100093
2025-08-25,778480982,7100146
2025-08-26,778490520,7100517
2025-08-27,778490527,7100517
2025-08-28,778490529,7100517
2025-08-29,778490536,7100517
2025-08-30,778491854,7100517
2025-08-31,778491858,7100517
2025-09-01,778515194,7100577
2025-09-02,778524548,7100998
2025-09-03,778524550,7100998
2025-09-04,778524553,7100998
2025-09-05,778524553,7100998
2025-09-06,778533258,7101007
2025-09-07,778533276,7101007
2025-09-08,778561301,7101083
2025-09-09,778570510,7101428
2025-09-10,778570514,7101428
2025-09-11,778570518,7101428
2025-09-12,778570519,7101428
2025-09-13,778571932,7101429
2025-09-14,778571934,7101429
2025-09-15,778602837,7101495
2025-09-16,778612151,7101709
2025-09-17,778612152,7101709
2025-09-18,778612153,7101709
2025-09-19,778612153,7101709
2025-09-20,778613239,7101709
2025-09-21,778613240,7101709
2025-09-22,778644421,7101778
2025-09-23,778651895,7101788
2025-09-24,778651895,7101788
2025-09-25,778651895,7101788
2025-09-26,778651895,7101788
2025-09-27,778652552,7101788
2025-09-28,778652552,7101788
2025-09-30,NULL,NULL
2025-10-05,NULL,NULL
2025-10-12,NULL,NULL
2025-10-19,NULL,NULL
2025-10-26,NULL,NULL
2025-10-31,NULL,NULL
2025-11-02,NULL,NULL
2025-11-09,NULL,NULL
2025-11-16,NULL,NULL
2025-11-23,NULL,NULL
2025-11-30,NULL,NULL
2025-12-07,NULL,NULL
2025-12-14,NULL,NULL
2025-12-21,NULL,NULL
2025-12-28,NULL,NULL
2025-12-31,NULL,NULL
